tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt
URA000ETT14000070,Urban Redevelopment Authority,"Term Contract For Servicing, Maintenance And Minor Works Of Building, Mechanical And Electrical Systems At Marina Bay City Gallery, Waterfront Promenade, The Lawn And Merlion Park For A Period Of Two (2) Years With An Option To Renew For Another Two (2) Years",2015-03-20,Awarded to Suppliers,EVERGREEN ENGINEERING & CONSTRUCTION PTE LTD,340800.0
URA000ETT15000002,Urban Redevelopment Authority,Proposed Infrastructure Works At Upper Bukit Timah Area,2015-10-14,Awarded to Suppliers,VANSTAR CIVIL ENGINEERING PTE. LTD.,11700000.0
URA000ETT15000004,Urban Redevelopment Authority,Tender For Appointment Of Legal Panel For Provision Of Legal Service,2015-05-07,Awarded to Suppliers,ALLEN & GLEDHILL LLP,1.0
URA000ETT15000004,Urban Redevelopment Authority,Tender For Appointment Of Legal Panel For Provision Of Legal Service,2015-05-07,Awarded to Suppliers,DENTONS RODYK & DAVIDSON LLP,4100.0
URA000ETT15000004,Urban Redevelopment Authority,Tender For Appointment Of Legal Panel For Provision Of Legal Service,2015-05-07,Awarded to Suppliers,ENGELIN TEH PRACTICE LLC,2830.0
URA000ETT15000004,Urban Redevelopment Authority,Tender For Appointment Of Legal Panel For Provision Of Legal Service,2015-05-07,Awarded to Suppliers,KHATTARWONG LLP,3400.0
URA000ETT15000004,Urban Redevelopment Authority,Tender For Appointment Of Legal Panel For Provision Of Legal Service,2015-05-07,Awarded to Suppliers,WONGPARTNERSHIP LLP,1.0
URA000ETT15000005,Urban Redevelopment Authority,Request For Proposal (RFP) For Singapore's CBD And Growth Areas Study,2015-08-12,Awarded to Suppliers,EDMUND TIE & COMPANY (SEA) PTE. LTD,680000.0
URA000ETT15000006,Urban Redevelopment Authority,Proposed Construction Of Temporary Surface Car Parks At Lorong 37 & Lorong 31 Geylang,2015-03-19,Awarded to Suppliers,JUPITER BUILDER PTE. LTD.,330000.0
URA000ETT15000007,Urban Redevelopment Authority,Upgrade Electronic Planning Application And Consultation System (EPAC) With Maintenance And Other Options,2015-04-07,Awarded to Suppliers,FPT ASIA PACIFIC PTE. LTD.,801080.0
URA000ETT15000008,Urban Redevelopment Authority,"Tender For Appointment Of Licensed Electrical Worker (LEW) To Undertake The Electrical Installation Licensing, Inspection And Maintenance Services For Both The URA Centre And East Wing For A Period Of Four (4) Years",2015-04-13,Awarded to Suppliers,DRPL CORPORATION PTE. LTD.,121865.0
URA000ETT15000009,Urban Redevelopment Authority,Tender For Supply And Delivery Of Computer Workstations And Mobile Notebooks,2015-04-27,Awarded to Suppliers,AGGASYS SOLUTIONS PTE. LTD.,25292.0
URA000ETT15000009,Urban Redevelopment Authority,Tender For Supply And Delivery Of Computer Workstations And Mobile Notebooks,2015-04-27,Awarded to Suppliers,HEWLETT-PACKARD SINGAPORE (SALES) PTE. LTD.,35530.0
URA000ETT15000010,Urban Redevelopment Authority,Migration of Weblogic Systems to Weblogic 12c and Provision of One Year System Maintenance,2015-06-26,Awarded to Suppliers,XCHANGING SOLUTIONS (SINGAPORE) PTE. LIMITED,855944.0
URA000ETT15000011,Urban Redevelopment Authority,Proposed Extension To Existing Temporary Surface Car Park At Lorong 25/25A Geylang And Proposed Construction Of Temporary Surface Car Park At  Lorong 9/11 Geylang,2015-04-13,Awarded to Suppliers,TOH KIM BOCK C-E CONTRACTOR PTE LTD,376000.0
URA000ETT15000012,Urban Redevelopment Authority,Proposed Additions And Alterations To 15th Storey Of The URA Centre At 45 Maxwell Road,2015-04-10,Awarded to Suppliers,L-Pine Design Pte LTd,58500.0
URA000ETT15000013,Urban Redevelopment Authority,Tender For A One Time Conversion Of Turf From Zyosia Matrella (Carpet Grass) To Axonopus Compressus (Cow Grass) At The Lawn@Marina Bay,2015-04-23,Awarded to Suppliers,LOVELY LANDSCAPE AND CONSTRUCTION PTE. LTD.,45500.0
URA000ETT15000014,Urban Redevelopment Authority,Review Of URA's Property Price And Rental Indices Methodology For Commercial Properties,2015-06-16,Awarded to No Suppliers,,0.0
URA000ETT15000016,Urban Redevelopment Authority,"Term Contract For Minor Civil Engineering Works, Maintenance And Repairs To Roads, Vehicle Parks, Drains Etc For A Period Of Three Years",2015-06-16,Awarded to Suppliers,TOH KIM BOCK C-E CONTRACTOR PTE LTD,2061487.6
URA000ETT15000017,Urban Redevelopment Authority,"Term Contract For The Repairs, Addition And Alteration Of Building Works And Electrical Minor Works At The URA Centre Including East Wing And URA Pasir Ris Bungalows For A Period Of Two (2) Years",2015-05-08,Awarded to Suppliers,KIM YEW ELECTRICAL & SANITARY PTE LTD,485130.0
URA000ETT15000018,Urban Redevelopment Authority,Tender For Interior Design And Full Consultancy Services,2015-07-20,Awarded to Suppliers,TA.LE DESIGN PTE. LTD.,131000.0
URA000ETT15000019,Urban Redevelopment Authority,Term Contract For The Provision Of Refuse Disposal Service At The URA Centre Including East Wing For A Period Of Three (3) Years,2015-05-07,Awarded to Suppliers,CHIANG KIONG ENVIRONMENTAL PTE. LTD.,108000.0
URA000ETT15000020,Urban Redevelopment Authority,"Supply, Printing, Pressure Sealing/Enveloping, Franking And Dispatching Of URA Parking Offence Reminder Notices And Letters For Three (3) Years With Option To Extend For Another Two (2) Years",2015-09-18,Awarded to Suppliers,TOPPAN SECURITY PRINTING PTE. LTD.,218759.04
URA000ETT15000021,Urban Redevelopment Authority,Tender For Supply Of Yammer Licenses (Enterprise Network Plan) For 36 Months For The Period 12 June 2015 To 11 June 2018,2015-06-11,Awarded to Suppliers,STARHUB LTD.,71953.6
URA000ETT15000022,Urban Redevelopment Authority,Tender For Production Of URA Corporate Video And DVD Copies Of The Final Video,2015-09-16,Awarded to No Suppliers,,0.0
URA000ETT15000023,Urban Redevelopment Authority,"Cyclical Maintenance Programme (CMP) And Improvement Works For Marina Bay Waterfront Promenade, The Lawn And Merlion Park",2015-07-21,Awarded to No Suppliers,,0.0
URA000ETT15000025,Urban Redevelopment Authority,"Supply, Deliver, Install, Test And Commission A Service Provider Module To Integrate With The New Singpass/Corppass With An Option For Maintenance",2015-08-20,Awarded to Suppliers,CRIMSONLOGIC PTE LTD,49500.0
URA000ETT15000028,Urban Redevelopment Authority,"Term Contract For The Printing, Supply And Delivery Of Corporate Printed Materials For A Period Of Two Years With An Option To Extend For Another One Year",2015-09-01,Awarded to Suppliers,CHUNG PRINTING PTE. LTD.,94530.0
URA000ETT15000029,Urban Redevelopment Authority,"Design And Printing Of A Special Supplement, ""Designing Our City"" (Second Edition)",2015-08-17,Awarded to Suppliers,Green House Design & Communications Pte. Ltd.,81700.0
URA000ETT15000031,Urban Redevelopment Authority,Appointment Of A Fund Manager To Manage Singapore Equities For Two (2) Years With Option To Extend For Another Two (2) Years,2015-12-18,Awarded to Suppliers,NIKKO ASSET MANAGEMENT ASIA LIMITED,306000.0
URA000ETT15000032,Urban Redevelopment Authority,"Tender For The Demolition Of One Water Feature And Reinstatement Of Granite Flooring At Atrium, The URA Centre",2015-10-15,Awarded to Suppliers,KIM YEW ELECTRICAL & SANITARY PTE LTD,75320.0
URA000ETT15000033,Urban Redevelopment Authority,Request For Proposal For Facade Consultancy Services For The URA Centre And East Wing,2015-11-03,Awarded to Suppliers,MEINHARDT FACADE TECHNOLOGY (S) PTE LTD,174300.0
URA000ETT15000035,Urban Redevelopment Authority,"Cyclical Maintenance Programme (CMP) And Improvement Works For Marina Bay Waterfront Promenade, The Lawn And Merlion Park",2015-10-22,Awarded to Suppliers,EVERGREEN ENGINEERING & CONSTRUCTION PTE LTD,977800.0
URA000ETT15000037,Urban Redevelopment Authority,"Site Clearance, Earthworks, Construction Of Drains, Sewers And Related Ancillary Works At Yio Chu Kang Road/Lentor Drive Area",2016-04-08,Awarded to Suppliers,SAMWOH CORPORATION PTE. LTD.,32660000.0
URA000ETT15000038,Urban Redevelopment Authority,Tender For Sales and Distribution of the Singapore River Commemorative Publication (Working Title),2015-11-12,Awarded to No Suppliers,,0.0
URA000ETT15000041,Urban Redevelopment Authority,"Term Contract For Supply, Installation, And Maintenance Of Solar Lighted Signboards At Vehicle Parks For A Period Of Three (3) Years",2015-12-11,Awarded to Suppliers,PHOTOVOLTAIC ENGINEERING PTE. LTD.,251160.0
URA000ETT15000042,Urban Redevelopment Authority,Proposed Environmental Improvement Project (EIP) At Boat Quay Promenade,2016-03-09,Awarded to Suppliers,SHANGHAI CHONG KEE FURNITURE & CONSTRUCTION PTE LTD,3759478.0
URA000ETT15000043,Urban Redevelopment Authority,Tender for Valuation Services to Value Properties for a Period of Two (2) Years with an Option to Renew for Another One (1) Year,2016-02-12,Awarded to Suppliers,EDMUND TIE & COMPANY (SEA) PTE. LTD,40000.0
URA000ETT15000044,Urban Redevelopment Authority,Tender for Provision of Guaranteed Energy Savings Performance Contracting Services for Urban Redevelopment Authority,2016-03-18,Awarded to Suppliers,SAC ENERGY (S) PRIVATE LIMITED,2455000.0
URA000ETT15000045,Urban Redevelopment Authority,Term Contract For Electrical Minor Works And Maintenance Of Lighting Systems At Vehicle Parks For A Period Of Three (3) Years,2015-12-11,Awarded to Suppliers,N & T ENGINEERING ENTERPRISE (PTE) LTD,215818.2
URA000ETT15000046,Urban Redevelopment Authority,"Supply, Delivery, Removal, Installation And Disposal Of Air Filters At The URA Centre",2016-01-21,Awarded to Suppliers,CLYDE - IFC (S) PTE LTD,115917.5
URA000ETT15000047,Urban Redevelopment Authority,"Term Contract For Topographic/Planimetric Survey, Cadastral Survey And Measured Building Survey Of URA Sites For A Period Of Two (2) Years With An Option To Extend For Another One (1) Year",2016-01-11,Awarded to Suppliers,ADVANCE SURVEY CONSULTANT PTE. LTD.,571040.0
URA000ETT15000049,Urban Redevelopment Authority,Tender For New Autodesk Software With Maintenance Subscription And Renewal Of Existing Ones,2016-04-14,Awarded to Suppliers,Innocom Technologies Pte Ltd,332519.0
URA000ETT15000050,Urban Redevelopment Authority,Term Contract For Soil Investigation Works For A Period Of Two (2) Years With An Option To Extend For Another One (1) Year,2015-12-23,Awarded to Suppliers,Cast Laboratories Pte Ltd,565619.67
URA000ETT15000051,Urban Redevelopment Authority,"Review And Refresh On Positioning, Re-Design Of The Website And Content Development For Going Places Singapore For One (1) Year With An Option To Extend For Another Year",2016-01-06,Awarded to Suppliers,MONGOOSE PUBLISHING PTE. LTD.,194785.0
URA000ETT15000054,Urban Redevelopment Authority,Tender For Engagement of an Event Management Company to Close Roads for Cycling and Public Enjoyment around the Civic District and CBD for a 6 Month Car Free Sunday Pilot in 2016,2016-02-01,Awarded to Suppliers,HIVELOCITY PTE. LTD.,622020.0
URA000ETT15000055,Urban Redevelopment Authority,Appointment of Investment Consultant to Provide Investment Consulting Services for Urban Redevelopment Authority,2016-03-21,Awarded to Suppliers,MERCER (SINGAPORE) PTE. LTD.,110000.0
URA000ETT16000001,Urban Redevelopment Authority,Term Contract For Regular Servicing And Maintenance Of Vehicles For Three (3) Years With Option To Extend For One (1) Year,2016-03-24,Awarded to Suppliers,LIM TAN MOTOR PTE LTD,6160.0
URA000ETT16000002,Urban Redevelopment Authority,"Servicing, Maintenance, Repair / Replacement and Enhancement Works to Existing Mechanical and Electrical (M&E) Systems and Minor Building Works Including Drainage / Sanitary / Plumbing Systems for the Common Services Tunnel (CST) at Marina Bay for a Period of Three (3) Years",2016-04-11,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1152150.0
URA000ETT16000003,Urban Redevelopment Authority,Appointment Of A Fund Manager To Manage Global Equities For Two (2) Years With Option To Extend For Another Two (2) Years,2016-06-30,Awarded to Suppliers,ACADIAN ASSET MANAGEMENT (SINGAPORE) PTE LTD,290000.0
URA000ETT16000003,Urban Redevelopment Authority,Appointment Of A Fund Manager To Manage Global Equities For Two (2) Years With Option To Extend For Another Two (2) Years,2016-06-30,Awarded to Suppliers,STATE STREET GLOBAL ADVISORS SINGAPORE LIMITED,220000.0
URA000ETT16000004,Urban Redevelopment Authority,Tender To Renew Storage Subsystem Hardware Maintenance And Support Services,2016-03-31,Awarded to Suppliers,AsiaPac Distribution Pte Ltd,83900.0
URA000ETT16000005,Urban Redevelopment Authority,"Term Contract For The Provision Of Landscape Maintenance Services At Marina Bay Waterfront Promenade (Including The Promontory), The Lawn And Marina Bay City Gallery For A Period Of Two (2) Years With  An  Option  To  Renew For Another Three (3) Years",2016-05-30,Awarded to Suppliers,PRINCE'S LANDSCAPE AND CONSTRUCTION PTE LTD,143712.0
URA000ETT16000006,Urban Redevelopment Authority,Tender For The Digitisation Of Hardcopy Documents And Microfilms,2016-06-22,Awarded to Suppliers,KODAK (SINGAPORE) PTE. LIMITED,4912841.39
URA000ETT16000007,Urban Redevelopment Authority,"Supply, Installation And Testing Of Environmental Sensor In Common Services Tunnel (Phase 1B, 2 & 3A) At Marina Bay",2016-05-04,Awarded to Suppliers,ATT TRAFFICOMMS PTE. LTD.,198280.0
URA000ETT16000008,Urban Redevelopment Authority,Tender For Renewal Of Oracle Weblogic Suite Licence Maintenance Support For Carpark Administration System (CAS) For A Period Of Twelve (12) Months With Option To Extend Another Twelve (12) Months,2016-04-25,Awarded to Suppliers,SIMULATION SOFTWARE & TECHNOLOGY (S2T) PTE. LTD.,33296.0
URA000ETT16000011,Urban Redevelopment Authority,Proposed Interior Fitting Out Works At Level 6 Office At The URA Centre,2016-07-18,Awarded to Suppliers,ID.INC INTERIORS PTE LTD,781778.0
URA000ETT16000012,Urban Redevelopment Authority,"Term Contract For The Supply, Delivery, Erection, Display And Subsequent Dismantling Of Equipment And Accessories For Corporate Events, Exhibitions And Public Dialogues For A Period Of Three (3) Years",2016-06-20,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,1647504.0
URA000ETT16000014,Urban Redevelopment Authority,Proposed Additions And Alterations To 12th Storey Of The URA Centre,2016-06-22,Awarded to Suppliers,RONGDA PACIFIC PTE. LTD.,79000.0
URA000ETT16000015,Urban Redevelopment Authority,Replacement of Existing Light Fitting In Common Services Tunnel (Phase 1A) At Marina Bay,2016-06-17,Awarded to Suppliers,BEE KONG ELECTRICAL ENGINEERING PTE LTD,162000.0
URA000ETT16000016,Urban Redevelopment Authority,Upgrading And Non-Comprehensive Maintenance Of The Fire Protection System At The URA Centre And East Wing For A Period Of Three (3) Years And With Option To Extend For Another Three (3) Years,2016-06-14,Awarded to Suppliers,QUICKSTART TECHNOLOGY PTE. LTD.,152900.0
URA000ETT16000017,Urban Redevelopment Authority,Tender For The Provision And Maintenance Of Data Visualization Platform,2016-06-30,Awarded to Suppliers,NCS PTE. LTD.,110596.0
URA000ETT16000019,Urban Redevelopment Authority,Provision Of Insurance For The Urban Redevelopment Authority For A Period Of Two (2) Years With Option To Extend For Another Two (2) Years,2016-06-24,Awarded to Suppliers,INDIA INTERNATIONAL INSURANCE PTE LTD,124165.38
URA000ETT16000020,Urban Redevelopment Authority,"Term Contract For The Printing, Supply And Delivery Of Tender Documents And Publicity Materials For Sale Of Sites For A Period Of One (1) Year With Option To Renew For Another One (1) Year",2016-07-04,Awarded to Suppliers,T&T PROGRESS ENTERPRISE,68802.25
URA000ETT16000021,Urban Redevelopment Authority,"Term Contract For Servicing, Non-Comprehensive Maintenance And Minor Works Of Air-Conditioning And Mechanical Ventilation (ACMV) Systems  At The URA Centre, The URA Centre East Wing And URA Pasir Ris Bungalows For A Period Of Three (3) Years With Option To Extend For Another Three (3) Years",2016-07-14,Awarded to Suppliers,SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,431693.1
URA000ETT16000022,Urban Redevelopment Authority,Tender For The Provision Of New Bottled Water Dispensers & Supply Of Bottled Drinking Water At The URA Centre & East Wing For A Period Of Two (2) Years With An Option To Extend For Two (2) Terms Of Two (2) Years,2016-07-04,Awarded to Suppliers,Chia Khim Lee Food Industries Pte Ltd,33024.0
URA000ETT16000023,Urban Redevelopment Authority,Term Contract For The Provision Of Upgrading And Comprehensive Maintenance Of BMS At The URA Centre And East Wing For A Period Of 5 Years With Option To Extend For Another 5 Years,2016-08-03,Awarded to Suppliers,JOHNSON CONTROLS (S) PTE. LTD.,3070100.0
URA000ETT16000024,Urban Redevelopment Authority,"Tender For Placement Of Advertisements In The Local Newspapers For Sale Of Sites, Scholarship And Master Plan Amendment Notices For Three (3) Years With Option To Extend For Another One (1) Year",2016-08-22,Awarded to Suppliers,SIRIUS ART PTE. LTD.,1.13
URA000ETT16000025,Urban Redevelopment Authority,Tender For Collection Of Locational Data On Heavy Vehicles That Park At Selected URA Heavy Vehicle Parks,2016-11-07,Awarded to Suppliers,QUANTUM INVENTIONS PRIVATE LIMITED,591800.0
URA000ETT16000026,Urban Redevelopment Authority,Tender For Term Contract For Maintenance And Servicing Of Closed Circuit Television (CCTV) And Security Card Access Control Systems In The URA Centre And The URA Centre East Wing For A Period Of One Year,2016-07-28,Awarded to Suppliers,ARROWCREST TECHNOLOGIES PTE LTD,24400.0
URA000ETT16000028,Urban Redevelopment Authority,Request For Proposal (RFP) To Develop And Implement A Digital Marketing Plan For Public Space Programme,2016-09-19,Awarded to Suppliers,CARBON INTERACTIVE PTE. LTD.,73000.0
URA000ETT16000029,Urban Redevelopment Authority,Tender For Content Development For URA Urban Lab Web Section For The Duration Of One (1) Year With The Option To Extend For Another Year,2016-09-15,Awarded to Suppliers,NOVUS MEDIA SOLUTIONS PTE. LTD.,81980.0
URA000ETT16000030,Urban Redevelopment Authority,"Term Contract For The Provision Of Cleaning And Conservancy Services At Marina Bay City Gallery, Waterfront Promenade (Including The Promontory) And The Lawn At Marina Bay For A Period Of Two (2) Years With An Option To Extend For Another Two (2) Years",2016-08-29,Awarded to Suppliers,HAI LENG CONTRACT PTE LTD,87200.0
URA000ETT16000031,Urban Redevelopment Authority,"Design, Development, Supply, Installation & Commissioning Of Biometric Access System And Control Turnstile With Maintenance For The Common Services Tunnel (CST) At Marina Bay",2016-09-06,Awarded to Suppliers,CA M&E ENGINEERING PTE. LTD.,109700.0
URA000ETT16000032,Urban Redevelopment Authority,"Request For Proposal To Design, Curate And Produce The President's Design Award 2016 Exhibition And Award Ceremony Staging",2016-10-10,Awarded to Suppliers,The Press Room,316100.0
URA000ETT16000034,Urban Redevelopment Authority,Proposed Additions And Alterations To 4th Storey (Data Centre) Of The URA Centre,2016-08-18,Awarded to Suppliers,MS11 PTE. LTD.,76775.0
URA000ETT16000036,Urban Redevelopment Authority,"Tender For The Enhancement Of Landscaped Areas And Term Contract For The Servicing And Maintenance Of The Landscaped Areas, Leasing Of Potted Plants, Water Features And Irrigation System For A Period Of Three (3) Years With An Option To Extend For Another Three (3) Years",2016-09-16,Awarded to Suppliers,NATURE LANDSCAPES PTE LTD,660371.4
URA000ETT16000037,Urban Redevelopment Authority,Request For Proposal For A 2nd Run Of Car-Free Sunday SG Starting From October 2016,2016-10-24,Awarded to Suppliers,UNEARTHED PRODUCTIONS PRIVATE LTD.,671650.0
URA000ETT16000038,Urban Redevelopment Authority,Proposed Temporary Surface Car Park At Beatty Road,2016-09-30,Awarded to Suppliers,Citi Construction & Engineering pte ltd,373132.0
